Place_ID,Place_Name,State_UT,Category,Trip_Type,Min_Budget,Max_Budget,Best_Season,Duration_Days,Rating,Description,Image_URL,combined_features
116,Dudhsagar Falls,Goa,Nature,Friends,3000,8000,Monsoon,1,4.8,Four-tiered sea of milk waterfall along railway tracks.,place_images\Dudhsagar_Falls.jpg,Nature Friends Monsoon Goa Four-tiered sea of milk waterfall along railway tracks.
117,Old Goa Churches,Goa,Historical,Family,1500,5000,Winter,1,4.7,Basilica of Bom Jesus preserving mortal remains of Xavier.,place_images\Old_Goa_Churches.jpg,Historical Family Winter Goa Basilica of Bom Jesus preserving mortal remains of Xavier.
118,Palolem Beach,Goa,Beach,Couple,6000,22000,Winter,2,4.7,Scenic crescent beach famous for silent disco parties.,place_images\Palolem_Beach.jpg,Beach Couple Winter Goa Scenic crescent beach famous for silent disco parties.
119,Vagator Beach,Goa,Beach,Couple,5000,20000,Winter,2,4.5,Clifftop beach overlooking active seaside dance clubs.,place_images\Vagator_Beach.jpg,Beach Couple Winter Goa Clifftop beach overlooking active seaside dance clubs.
120,Arambol Beach,Goa,Beach,Solo,3000,12000,Winter,2,4.6,Bohemian beach village with drum circles and lake.,place_images\Arambol_Beach.jpg,Beach Solo Winter Goa Bohemian beach village with drum circles and lake.
121,Colva Beach,Goa,Beach,Family,4000,15000,Winter,2,4.3,South Goa's extensive white sand commercial family resort.,place_images\Colva_Beach.jpg,Beach Family Winter Goa South Goa's extensive white sand commercial family resort.
122,Panaji City,Goa,Historical,Couple,5000,18000,Winter,2,4.5,State capital offering colorful Portuguese houses and food.,place_images\Panaji_City.jpg,Historical Couple Winter Goa State capital offering colorful Portuguese houses and food.
123,Chapora Fort,Goa,Historical,Friends,1000,3000,Winter,1,4.4,Dil Chahta Hai movie fame sunset clifftop ruins.,place_images\Chapora_Fort.jpg,Historical Friends Winter Goa Dil Chahta Hai movie fame sunset clifftop ruins.
124,Aguada Fort,Goa,Historical,Family,1500,4000,Winter,1,4.5,17th-century coastal fortress holding a towering old lighthouse.,place_images\Aguada_Fort.jpg,Historical Family Winter Goa 17th-century coastal fortress holding a towering old lighthouse.
125,Butterfly Beach,Goa,Beach,Couple,4000,10000,Winter,1,4.6,Secluded romantic beach cove reachable via boat rides.,place_images\Butterfly_Beach.jpg,Beach Couple Winter Goa Secluded romantic beach cove reachable via boat rides.
126,Morjim Beach,Goa,Beach,Solo,5000,18000,Winter,2,4.4,Quiet northern beach nesting vulnerable Olive Ridley turtles.,place_images\Morjim_Beach.jpg,Beach Solo Winter Goa Quiet northern beach nesting vulnerable Olive Ridley turtles.
127,Divar Island,Goa,Nature,Solo,2000,6000,Winter,1,4.3,River island showcasing old countryside manners via ferry.,place_images\Divar_Island.jpg,Nature Solo Winter Goa River island showcasing old countryside manners via ferry.
128,Bondla Wildlife,Goa,Wildlife,Family,1000,3000,Winter,1,4.0,Small zoo and deer safari park hidden inside forests.,place_images\Bondla_Wildlife.jpg,Wildlife Family Winter Goa Small zoo and deer safari park hidden inside forests.
129,Cotigao Wildlife,Goa,Wildlife,Solo,2000,5000,Winter,1,4.1,Dense tall forest reserve displaying deep canopy trails.,place_images\Cotigao_Wildlife.jpg,Wildlife Solo Winter Goa Dense tall forest reserve displaying deep canopy trails.
130,Sahakari Spice Farm,Goa,Nature,Family,2000,5000,Winter,1,4.3,Guided walking plantation tour serving typical Goan buffet.,place_images\Sahakari_Spice_Farm.jpg,Nature Family Winter Goa Guided walking plantation tour serving typical Goan buffet.
131,Dona Paula,Goa,Nature,Couple,2000,6000,Winter,1,4.2,Ocean viewpoint jetty harboring tragic romance folklore monuments.,place_images\Dona_Paula.jpg,Nature Couple Winter Goa Ocean viewpoint jetty harboring tragic romance folklore monuments.
132,Mandovi River Cruise,Goa,Nature,Family,3000,8000,Winter,1,4.3,Evening party boats offering regional folk dance shows.,place_images\Mandovi_River_Cruise.jpg,Nature Family Winter Goa Evening party boats offering regional folk dance shows.
133,Rann of Kutch,Gujarat,Nature,Family,8000,30000,Winter,3,4.9,Massive seasonal salt desert hosting the Rann Utsav.,place_images\Rann_of_Kutch.jpg,Nature Family Winter Gujarat Massive seasonal salt desert hosting the Rann Utsav.
134,Gir National Park,Gujarat,Wildlife,Family,6000,20000,Winter,2,4.8,The exclusive natural habitat of wild Asiatic lions.,place_images\Gir_National_Park.jpg,Wildlife Family Winter Gujarat The exclusive natural habitat of wild Asiatic lions.
135,Somnath Temple,Gujarat,Religious,Family,2000,8000,Winter,1,4.9,Sacred Jyotirlinga temple standing right on coast waves.,place_images\Somnath_Temple.jpg,Religious Family Winter Gujarat Sacred Jyotirlinga temple standing right on coast waves.
136,Dwarka Temple,Gujarat,Religious,Family,2000,8000,Winter,2,4.8,Ancient kingdom capital temple of Lord Krishna on sea.,place_images\Dwarka_Temple.jpg,Religious Family Winter Gujarat Ancient kingdom capital temple of Lord Krishna on sea.
137,Adalaj Stepwell,Gujarat,Historical,Family,1000,3000,Winter,1,4.6,Intricately carved subterranean five-story deep stone well.,place_images\Adalaj_Stepwell.jpg,Historical Family Winter Gujarat Intricately carved subterranean five-story deep stone well.
138,Sabarmati Ashram,Gujarat,Historical,Solo,1000,3000,Winter,1,4.7,Tranquil home of Mahatma Gandhi along riverfront bank.,place_images\Sabarmati_Ashram.jpg,Historical Solo Winter Gujarat Tranquil home of Mahatma Gandhi along riverfront bank.
139,Rani ki Vav,Gujarat,Historical,Family,1500,4000,Winter,1,4.8,UNESCO heritage stepwell designed as inverted temple structure.,place_images\Rani_ki_Vav.jpg,Historical Family Winter Gujarat UNESCO heritage stepwell designed as inverted temple structure.
140,Modhera Sun Temple,Gujarat,Historical,Friends,1500,4000,Winter,1,4.7,Solanki era masterpiece temple hosting grand stepped tank.,place_images\Modhera_Sun_Temple.jpg,Historical Friends Winter Gujarat Solanki era masterpiece temple hosting grand stepped tank.
141,Saputara,Gujarat,Hill Station,Couple,4000,15000,Monsoon,2,4.3,The standalone hill station of Gujarat in Sahyadris.,place_images\Saputara.jpg,Hill Station Couple Monsoon Gujarat The standalone hill station of Gujarat in Sahyadris.
142,Palitana,Gujarat,Religious,Solo,3000,9000,Winter,2,4.7,Sacred hill containing over 800 marble Jain temples.,place_images\Palitana.jpg,Religious Solo Winter Gujarat Sacred hill containing over 800 marble Jain temples.
143,Girnar,Gujarat,Religious,Solo,2000,6000,Winter,2,4.5,Holy mountain peak reached via thousands of stone stairs.,place_images\Girnar.jpg,Religious Solo Winter Gujarat Holy mountain peak reached via thousands of stone stairs.
144,Lothal,Gujarat,Historical,Friends,1500,4000,Winter,1,4.3,Ancient Indus Valley Civilization port city excavation ruins.,place_images\Lothal.jpg,Historical Friends Winter Gujarat Ancient Indus Valley Civilization port city excavation ruins.
145,Dholavira,Gujarat,Historical,Solo,4000,10000,Winter,2,4.7,Harappan metropolis displaying superior water conservation channels.,place_images\Dholavira.jpg,Historical Solo Winter Gujarat Harappan metropolis displaying superior water conservation channels.
146,Statue of Unity,Gujarat,Historical,Family,4000,15000,Winter,2,4.8,The world's tallest statue dedicated to Patel.,place_images\Statue_of_Unity.jpg,Historical Family Winter Gujarat The world's tallest statue dedicated to Patel.
147,Champaner,Gujarat,Historical,Friends,2000,6000,Winter,2,4.4,UNESCO historical park exhibiting ancient Islamic fort designs.,place_images\Champaner.jpg,Historical Friends Winter Gujarat UNESCO historical park exhibiting ancient Islamic fort designs.
148,Sasan Gir,Gujarat,Wildlife,Family,5000,15000,Winter,2,4.6,Forest safari entry zones for regional lion spotting.,place_images\Sasan_Gir.jpg,Wildlife Family Winter Gujarat Forest safari entry zones for regional lion spotting.
149,Lakhota Lake,Gujarat,Nature,Family,1000,3000,Winter,1,4.1,Jamnagar urban lake centered with beautiful palace museum.,place_images\Lakhota_Lake.jpg,Nature Family Winter Gujarat Jamnagar urban lake centered with beautiful palace museum.
150,Porbandar,Gujarat,Historical,Family,1500,5000,Winter,1,4.2,Birthplace town of Mahatma Gandhi featuring coastal harbor.,place_images\Porbandar.jpg,Historical Family Winter Gujarat Birthplace town of Mahatma Gandhi featuring coastal harbor.
151,Ambaji Temple,Gujarat,Religious,Family,1500,5000,Winter,1,4.6,Major Arasuri hill shrine temple lacking any idol.,place_images\Ambaji_Temple.jpg,Religious Family Winter Gujarat Major Arasuri hill shrine temple lacking any idol.
152,Shoolpaneshwar,Gujarat,Wildlife,Friends,3000,8000,Monsoon,2,4.2,Wildlife sanctuary holding dramatic waterfalls near eco-camps.,place_images\Shoolpaneshwar.jpg,Wildlife Friends Monsoon Gujarat Wildlife sanctuary holding dramatic waterfalls near eco-camps.
153,Kurukshetra,Haryana,Religious,Family,1500,5000,Winter,1,4.5,Historic holy battlefield site where Mahabharata took place.,place_images\Kurukshetra.jpg,Religious Family Winter Haryana Historic holy battlefield site where Mahabharata took place.
154,Sultanpur Bird Sanctuary,Haryana,Wildlife,Friends,1000,3000,Winter,1,4.4,National wetland refuge catching wintering migratory water birds.,place_images\Sultanpur_Bird_Sanctuary.jpg,Wildlife Friends Winter Haryana National wetland refuge catching wintering migratory water birds.
155,Pinjore Gardens,Haryana,Historical,Family,1000,3000,Winter,1,4.3,Mughal terraced style gardens featuring fountains and lights.,place_images\Pinjore_Gardens.jpg,Historical Family Winter Haryana Mughal terraced style gardens featuring fountains and lights.
156,Morni Hills,Haryana,Hill Station,Couple,3000,10000,Winter,2,4.1,The exclusive green hill station pocket of Haryana.,place_images\Morni_Hills.jpg,Hill Station Couple Winter Haryana The exclusive green hill station pocket of Haryana.
157,Damdama Lake,Haryana,Nature,Friends,2000,6000,Winter,1,4.0,Adventure picnic lake base against Aravalli rock hills.,place_images\Damdama_Lake.jpg,Nature Friends Winter Haryana Adventure picnic lake base against Aravalli rock hills.
158,Badkhal Lake,Haryana,Nature,Family,1000,3000,Winter,1,3.8,Fringed Aravalli lake area nearby popular local resorts.,place_images\Badkhal_Lake.jpg,Nature Family Winter Haryana Fringed Aravalli lake area nearby popular local resorts.
159,Surajkund,Haryana,Historical,Friends,1500,5000,Winter,1,4.3,Ancient sun pool venue famous for international crafts.,place_images\Surajkund.jpg,Historical Friends Winter Haryana Ancient sun pool venue famous for international crafts.
160,Mata Sheetala Devi,Haryana,Religious,Family,1000,3000,Winter,1,4.4,Highly visited traditional pilgrimage temple in Gurugram city.,place_images\Mata_Sheetala_Devi.jpg,Religious Family Winter Haryana Highly visited traditional pilgrimage temple in Gurugram city.
161,Panipat Museum,Haryana,Historical,Family,1000,3000,Winter,1,4.1,Housing historical war antiquities from the three historic battles.,place_images\Panipat_Museum.jpg,Historical Family Winter Haryana Housing historical war antiquities from the three historic battles.
162,Sohna,Haryana,Nature,Couple,2500,8000,Winter,1,3.9,Famous for sulfur hot water springs and spa.,place_images\Sohna.jpg,Nature Couple Winter Haryana Famous for sulfur hot water springs and spa.
163,Bhindawas Wildlife,Haryana,Wildlife,Solo,1500,4000,Winter,1,4.1,Large freshwater lake sanctuary ideal for amateur birdwatchers.,place_images\Bhindawas_Wildlife.jpg,Wildlife Solo Winter Haryana Large freshwater lake sanctuary ideal for amateur birdwatchers.
164,Faridabad,Haryana,Nature,Family,2000,6000,Winter,1,3.9,Industrial city holding historic craft villages and lakes.,place_images\Faridabad.jpg,Nature Family Winter Haryana Industrial city holding historic craft villages and lakes.
165,Gurugram Leisure Valley,Haryana,Nature,Friends,1000,4000,Winter,1,4.2,Large open municipal park complex amidst urban corporate skyscrapers.,place_images\Gurugram_Leisure_Valley.jpg,Nature Friends Winter Haryana Large open municipal park complex amidst urban corporate skyscrapers.
166,Kalesar National Park,Haryana,Wildlife,Solo,3000,8000,Winter,2,4.3,Dense Sal forest park hosting leopards and junglefowl.,place_images\Kalesar_National_Park.jpg,Wildlife Solo Winter Haryana Dense Sal forest park hosting leopards and junglefowl.
167,Sheikh Chilli Tomb,Haryana,Historical,Family,1000,2500,Winter,1,4.2,Beautiful Sufi saint tomb monument called Taj of Haryana.,place_images\Sheikh_Chilli_Tomb.jpg,Historical Family Winter Haryana Beautiful Sufi saint tomb monument called Taj of Haryana.
168,Asthal Bohar,Haryana,Religious,Solo,1000,3000,Winter,1,4.0,Monastery complex hosting ancient math artifacts of Nath ascetics.,place_images\Asthal_Bohar.jpg,Religious Solo Winter Haryana Monastery complex hosting ancient math artifacts of Nath ascetics.
169,Brahma Sarovar,Haryana,Religious,Family,1000,4000,Winter,1,4.6,Massive holy water tank associated with creation myths.,place_images\Brahma_Sarovar.jpg,Religious Family Winter Haryana Massive holy water tank associated with creation myths.
170,Jyotisar,Haryana,Religious,Family,1000,3000,Winter,1,4.5,Birthplace site of Gita beneath sacred banyan tree.,place_images\Jyotisar.jpg,Religious Family Winter Haryana Birthplace site of Gita beneath sacred banyan tree.
171,Bir Bara Ban,Haryana,Wildlife,Solo,1500,3500,Winter,1,3.9,Protected small woodland area sanctuary near Jind town.,place_images\Bir_Bara_Ban.jpg,Wildlife Solo Winter Haryana Protected small woodland area sanctuary near Jind town.
172,Chir Taal,Haryana,Nature,Friends,1500,4000,Winter,1,4.0,Secluded forest body attracting local wildlife species.,place_images\Chir_Taal.jpg,Nature Friends Winter Haryana Secluded forest body attracting local wildlife species.
173,Rohtang Pass,Himachal Pradesh,Nature,Friends,8000,25000,Summer,1,4.9,High snow pass connecting Kullu valley towards Lahaul.,place_images\Rohtang_Pass.jpg,Nature Friends Summer Himachal Pradesh High snow pass connecting Kullu valley towards Lahaul.
174,Solang Valley,Himachal Pradesh,Nature,Friends,4000,15000,Summer,1,4.7,Adventure sports capital offering paragliding and ski trails.,place_images\Solang_Valley.jpg,Nature Friends Summer Himachal Pradesh Adventure sports capital offering paragliding and ski trails.
175,Shimla Mall Road,Himachal Pradesh,Hill Station,Family,4000,18000,Winter,2,4.6,Pedestrian colonial street flanked by heritage alpine views.,place_images\Shimla_Mall_Road.jpg,Hill Station Family Winter Himachal Pradesh Pedestrian colonial street flanked by heritage alpine views.
176,Spiti Valley,Himachal Pradesh,Nature,Solo,12000,35000,Summer,5,4.9,Cold desert mountain valley housing old Buddhist culture.,place_images\Spiti_Valley.jpg,Nature Solo Summer Himachal Pradesh Cold desert mountain valley housing old Buddhist culture.
177,Triund Trek,Himachal Pradesh,Nature,Friends,2000,6000,Summer,2,4.7,Popular ridge trek behind Dhauladhar snow line vistas.,place_images\Triund_Trek.jpg,Nature Friends Summer Himachal Pradesh Popular ridge trek behind Dhauladhar snow line vistas.
178,Kasol,Himachal Pradesh,Hill Station,Solo,3000,12000,Summer,3,4.5,Backpacker village along the roaring Parvati river rapids.,place_images\Kasol.jpg,Hill Station Solo Summer Himachal Pradesh Backpacker village along the roaring Parvati river rapids.
179,Dharamshala McLeod Ganj,Himachal Pradesh,Hill Station,Family,4000,16000,Winter,3,4.7,Home to Dalai Lama showcasing Tibetan exile heritage.,place_images\Dharamshala_McLeod_Ganj.jpg,Hill Station Family Winter Himachal Pradesh Home to Dalai Lama showcasing Tibetan exile heritage.
180,Bir Billing,Himachal Pradesh,Nature,Friends,5000,14000,Summer,2,4.8,The world-renowned take-off site for paragliding sport.,place_images\Bir_Billing.jpg,Nature Friends Summer Himachal Pradesh The world-renowned take-off site for paragliding sport.
181,Kufri,Himachal Pradesh,Hill Station,Family,3000,10000,Winter,1,4.2,Snow amusement parks and winter skiing slopes location.,place_images\Kufri.jpg,Hill Station Family Winter Himachal Pradesh Snow amusement parks and winter skiing slopes location.
182,Chail,Himachal Pradesh,Hill Station,Couple,4500,15000,Summer,2,4.4,Quiet hill station hosting the world's highest cricket ground.,place_images\Chail.jpg,Hill Station Couple Summer Himachal Pradesh Quiet hill station hosting the world's highest cricket ground.
183,Dalhousie,Himachal Pradesh,Hill Station,Family,5000,18000,Winter,3,4.5,Colonial era town retaining vintage churches and pines.,place_images\Dalhousie.jpg,Hill Station Family Winter Himachal Pradesh Colonial era town retaining vintage churches and pines.
184,Khajjiar,Himachal Pradesh,Nature,Couple,4000,13000,Summer,1,4.6,Saucer-shaped pine meadow called Mini Switzerland of India.,place_images\Khajjiar.jpg,Nature Couple Summer Himachal Pradesh Saucer-shaped pine meadow called Mini Switzerland of India.
185,Kullu Valley,Himachal Pradesh,Hill Station,Family,4000,15000,Winter,2,4.5,Valley of Gods famous for rivers and Dussehra celebrations.,place_images\Kullu_Valley.jpg,Hill Station Family Winter Himachal Pradesh Valley of Gods famous for rivers and Dussehra celebrations.
186,Manikaran,Himachal Pradesh,Religious,Family,2000,7000,Summer,1,4.4,Hot geothermal springs holding revered Gurudwara and temple.,place_images\Manikaran.jpg,Religious Family Summer Himachal Pradesh Hot geothermal springs holding revered Gurudwara and temple.
187,Kinnaur,Himachal Pradesh,Nature,Solo,8000,22000,Summer,4,4.7,Border district showing apple gardens and cold peaks.,place_images\Kinnaur.jpg,Nature Solo Summer Himachal Pradesh Border district showing apple gardens and cold peaks.
188,Sangla Valley,Himachal Pradesh,Nature,Couple,6000,18000,Summer,2,4.8,Enchanting mountain river valley bordered by green slopes.,place_images\Sangla_Valley.jpg,Nature Couple Summer Himachal Pradesh Enchanting mountain river valley bordered by green slopes.
189,Tirthan Valley,Himachal Pradesh,Nature,Solo,5000,15000,Summer,3,4.7,Eco-paradise famous for trout fishing and quiet treks.,place_images\Tirthan_Valley.jpg,Nature Solo Summer Himachal Pradesh Eco-paradise famous for trout fishing and quiet treks.
190,Great Himalayan National Park,Himachal Pradesh,Wildlife,Solo,6000,18000,Summer,3,4.6,UNESCO wilderness home to rare western tragopan pheasants.,place_images\Great_Himalayan_National_Park.jpg,Wildlife Solo Summer Himachal Pradesh UNESCO wilderness home to rare western tragopan pheasants.
191,Prashar Lake,Himachal Pradesh,Nature,Friends,3000,8000,Summer,2,4.6,Alpine lake with a floating island and temple pagoda.,place_images\Prashar_Lake.jpg,Nature Friends Summer Himachal Pradesh Alpine lake with a floating island and temple pagoda.
192,Chamba,Himachal Pradesh,Historical,Family,3000,10000,Summer,2,4.3,Ancient Ravi valley town keeping old miniature paintings.,place_images\Chamba.jpg,Historical Family Summer Himachal Pradesh Ancient Ravi valley town keeping old miniature paintings.
193,Betla National Park,Jharkhand,Wildlife,Family,3000,9000,Winter,2,4.2,"Pristine sanctuary holding tigers, elephants and old forts.",place_images\Betla_National_Park.jpg,"Wildlife Family Winter Jharkhand Pristine sanctuary holding tigers, elephants and old forts."
194,Hundru Falls,Jharkhand,Nature,Friends,1500,4000,Winter,1,4.5,Subarnarekha River dropping spectacularly down steep rocky cliffs.,place_images\Hundru_Falls.jpg,Nature Friends Winter Jharkhand Subarnarekha River dropping spectacularly down steep rocky cliffs.
195,Jonha Falls,Jharkhand,Nature,Family,1000,3000,Winter,1,4.3,"Also called Gautamdhara falls, carrying nearby Buddhist shrines.",place_images\Jonha_Falls.jpg,"Nature Family Winter Jharkhand Also called Gautamdhara falls, carrying nearby Buddhist shrines."
196,Deoghar,Jharkhand,Religious,Family,1500,6000,Monsoon,2,4.7,Baidyanath Jyotirlinga temple attracting millions of pilgrims.,place_images\Deoghar.jpg,Religious Family Monsoon Jharkhand Baidyanath Jyotirlinga temple attracting millions of pilgrims.
197,Parasnath Hill,Jharkhand,Religious,Solo,2000,7000,Winter,2,4.8,"Shikharji temple, the holiest Jain salvation mountain peak.",place_images\Parasnath_Hill.jpg,"Religious Solo Winter Jharkhand Shikharji temple, the holiest Jain salvation mountain peak."
198,Netarhat,Jharkhand,Hill Station,Couple,3000,9000,Winter,2,4.4,"Queen of Chotanagpur, famed for spectacular mountain sunrises.",place_images\Netarhat.jpg,"Hill Station Couple Winter Jharkhand Queen of Chotanagpur, famed for spectacular mountain sunrises."
199,Dasam Falls,Jharkhand,Nature,Friends,1500,4000,Winter,1,4.4,Beautiful Kanchi river cascade dropping down rock points.,place_images\Dasam_Falls.jpg,Nature Friends Winter Jharkhand Beautiful Kanchi river cascade dropping down rock points.
200,Hirni Falls,Jharkhand,Nature,Family,1000,3000,Winter,1,4.1,Forest-fringed waterfall safari spot inside deep green areas.,place_images\Hirni_Falls.jpg,Nature Family Winter Jharkhand Forest-fringed waterfall safari spot inside deep green areas.
201,Panchghagh Falls,Jharkhand,Nature,Family,1000,3500,Winter,1,4.2,Five parallel streams break cascading over rocky steps.,place_images\Panchghagh_Falls.jpg,Nature Family Winter Jharkhand Five parallel streams break cascading over rocky steps.
202,Topchanchi Lake,Jharkhand,Nature,Friends,1500,4000,Winter,1,4.0,Artificial historical reservoir lake backed by Parasnath hills.,place_images\Topchanchi_Lake.jpg,Nature Friends Winter Jharkhand Artificial historical reservoir lake backed by Parasnath hills.
203,Dimna Lake,Jharkhand,Nature,Family,1500,5000,Winter,1,4.2,Scenic artificial reservoir near Jamshedpur steel city borders.,place_images\Dimna_Lake.jpg,Nature Family Winter Jharkhand Scenic artificial reservoir near Jamshedpur steel city borders.
204,Jubilee Park,Jharkhand,Nature,Family,1000,3000,Winter,1,4.4,Large green urban parks styled after Mysore Brindavan.,place_images\Jubilee_Park.jpg,Nature Family Winter Jharkhand Large green urban parks styled after Mysore Brindavan.
205,Dalma Wildlife,Jharkhand,Wildlife,Friends,2500,7000,Winter,2,4.1,Famous elephant sanctuary tracking herds on hill forests.,place_images\Dalma_Wildlife.jpg,Wildlife Friends Winter Jharkhand Famous elephant sanctuary tracking herds on hill forests.
206,Hazaribagh National Park,Jharkhand,Wildlife,Solo,3000,8000,Winter,2,4.0,Scenic driving tracks into dense forest ecosystem habitats.,place_images\Hazaribagh_National_Park.jpg,Wildlife Solo Winter Jharkhand Scenic driving tracks into dense forest ecosystem habitats.
207,Ranti Hills,Jharkhand,Nature,Solo,1500,4000,Winter,1,3.9,Sparsely populated hill viewpoints over green landscapes.,place_images\Ranti_Hills.jpg,Nature Solo Winter Jharkhand Sparsely populated hill viewpoints over green landscapes.
208,Rock Garden Ranchi,Jharkhand,Nature,Family,1000,3000,Winter,1,4.1,Urban structures carved out of local Gonda hills rocks.,place_images\Rock_Garden_Ranchi.jpg,Nature Family Winter Jharkhand Urban structures carved out of local Gonda hills rocks.
209,Lodh Falls,Jharkhand,Nature,Friends,2000,5000,Monsoon,1,4.6,Highest waterfall cascade located in deep state lines.,place_images\Lodh_Falls.jpg,Nature Friends Monsoon Jharkhand Highest waterfall cascade located in deep state lines.
210,Usri Falls,Jharkhand,Nature,Friends,1000,3000,Winter,1,4.0,Usri river breaking over giant granite block gorges.,place_images\Usri_Falls.jpg,Nature Friends Winter Jharkhand Usri river breaking over giant granite block gorges.
211,McCluskieganj,Jharkhand,Historical,Solo,2500,7000,Winter,2,4.1,Old colonial town retaining unique Anglo-Indian bungalow memories.,place_images\McCluskieganj.jpg,Historical Solo Winter Jharkhand Old colonial town retaining unique Anglo-Indian bungalow memories.
212,Rajrappa Temple,Jharkhand,Religious,Family,1500,4000,Winter,1,4.5,Chhinnamasta temple built on river confluence rapids rocks.,place_images\Rajrappa_Temple.jpg,Religious Family Winter Jharkhand Chhinnamasta temple built on river confluence rapids rocks.
213,Mysore Palace,Karnataka,Historical,Family,2000,8000,Winter,1,4.9,Grand royal Indo-Saracenic seat of Wodeyar dynasty.,place_images\Mysore_Palace.jpg,Historical Family Winter Karnataka Grand royal Indo-Saracenic seat of Wodeyar dynasty.
214,Coorg,Karnataka,Hill Station,Couple,5000,25000,Winter,3,4.8,Misty coffee hills called Scotland of India.,place_images\Coorg.jpg,Hill Station Couple Winter Karnataka Misty coffee hills called Scotland of India.
215,Hampi,Karnataka,Historical,Solo,3000,12000,Winter,3,4.9,Ruins of the magnificent Vijayanagara Empire capital.,place_images\Hampi.jpg,Historical Solo Winter Karnataka Ruins of the magnificent Vijayanagara Empire capital.
216,Jog Falls,Karnataka,Nature,Family,2000,6000,Monsoon,1,4.7,Highest untiered waterfall cascade in India by Sharavathi.,place_images\Jog_Falls.jpg,Nature Family Monsoon Karnataka Highest untiered waterfall cascade in India by Sharavathi.
217,Bandipur,Karnataka,Wildlife,Family,5000,18000,Winter,2,4.6,Project Tiger reserve containing vast sandal forest lanes.,place_images\Bandipur.jpg,Wildlife Family Winter Karnataka Project Tiger reserve containing vast sandal forest lanes.
218,Belur Halebidu,Karnataka,Historical,Family,2000,6000,Winter,1,4.7,Exquisite soapstone carved Hoysala architectural shrines.,place_images\Belur_Halebidu.jpg,Historical Family Winter Karnataka Exquisite soapstone carved Hoysala architectural shrines.
219,Badami Caves,Karnataka,Historical,Friends,2000,5000,Winter,1,4.6,Rock-cut red sandstone cave temples of Chalukya kings.,place_images\Badami_Caves.jpg,Historical Friends Winter Karnataka Rock-cut red sandstone cave temples of Chalukya kings.
220,Gokarna Beach,Karnataka,Beach,Solo,2500,10000,Winter,2,4.6,Unspoiled beach destination famous for Om beach shape.,place_images\Gokarna_Beach.jpg,Beach Solo Winter Karnataka Unspoiled beach destination famous for Om beach shape.
221,Chikmagalur,Karnataka,Hill Station,Friends,4000,16000,Winter,2,4.6,Birthplace of coffee in India with high peak peaks.,place_images\Chikmagalur.jpg,Hill Station Friends Winter Karnataka Birthplace of coffee in India with high peak peaks.
222,Murudeshwar,Karnataka,Religious,Family,3000,10000,Winter,2,4.6,World's second tallest Shiva statue over beach line.,place_images\Murudeshwar.jpg,Religious Family Winter Karnataka World's second tallest Shiva statue over beach line.
223,Nagarhole,Karnataka,Wildlife,Solo,6000,20000,Winter,2,4.7,Kabini riverfront tracking premium Asian elephant wild packs.,place_images\Nagarhole.jpg,Wildlife Solo Winter Karnataka Kabini riverfront tracking premium Asian elephant wild packs.
224,Dandeli,Karnataka,Nature,Friends,4000,12000,Winter,2,4.5,River rafting base across Kali river jungle tracts.,place_images\Dandeli.jpg,Nature Friends Winter Karnataka River rafting base across Kali river jungle tracts.
225,Sakleshpur,Karnataka,Hill Station,Couple,4000,12000,Monsoon,2,4.4,Green Western Ghats getaway with railway bridge treks.,place_images\Sakleshpur.jpg,Hill Station Couple Monsoon Karnataka Green Western Ghats getaway with railway bridge treks.
226,Shravanabelagola,Karnataka,Religious,Family,1500,4000,Winter,1,4.6,Colossal monolithic statue of Lord Bahubali Jain master.,place_images\Shravanabelagola.jpg,Religious Family Winter Karnataka Colossal monolithic statue of Lord Bahubali Jain master.
227,Bijapur,Karnataka,Historical,Family,2000,6000,Winter,2,4.3,Gol Gumbaz whispering gallery building from Adil Shahi.,place_images\Bijapur.jpg,Historical Family Winter Karnataka Gol Gumbaz whispering gallery building from Adil Shahi.
228,Kabini,Karnataka,Wildlife,Couple,8000,30000,Winter,2,4.8,Elite jungle safari territory tracking black panthers.,place_images\Kabini.jpg,Wildlife Couple Winter Karnataka Elite jungle safari territory tracking black panthers.
229,Bheemeshwari,Karnataka,Nature,Friends,2000,6000,Winter,1,4.1,Riverside camp perfect for coracle rides and fishing.,place_images\Bheemeshwari.jpg,Nature Friends Winter Karnataka Riverside camp perfect for coracle rides and fishing.
230,Agumbe,Karnataka,Nature,Solo,2500,7000,Monsoon,2,4.5,"Cherrapunji of South, rainforest center hosting King Cobras.",place_images\Agumbe.jpg,"Nature Solo Monsoon Karnataka Cherrapunji of South, rainforest center hosting King Cobras."
231,Yana Caves,Karnataka,Nature,Friends,2000,5000,Winter,1,4.4,Two massive black crystalline karst rock formations in forest.,place_images\Yana_Caves.jpg,Nature Friends Winter Karnataka Two massive black crystalline karst rock formations in forest.
232,Kodachadri,Karnataka,Nature,Solo,2000,6000,Winter,2,4.5,High peak mountain trek hiding spectacular sunset valley points.,place_images\Kodachadri.jpg,Nature Solo Winter Karnataka High peak mountain trek hiding spectacular sunset valley points.
233,Nandi Hills,Karnataka,Hill Station,Friends,1000,4000,Winter,1,4.3,Popular early morning sunrise viewpoint fortress near Bangalore.,place_images\Nandi_Hills.jpg,Hill Station Friends Winter Karnataka Popular early morning sunrise viewpoint fortress near Bangalore.
